#lat_deg,#lon_deg,#clean_adm2,#water_source_category,#water_tech_category,#install_year,#management_clean,#subjective_quality,water_point_population,local_population_1km,crucialness_score
5.0001282,7.3731088,Ugwunagbo,Well,Hand Pump,NA,NA,Acceptable quality,5127,6760,0.758431952662722
5.1615767,7.6700933,Ikot Ekpene,Well,Mechanized Pump,2011,School Management,Acceptable quality,1858,3937,0.471932943865888
5.6015804,6.922171,Oguta,Well,Mechanized Pump,NA,Community Management,Acceptable quality,3216,3216,1
5.254935,7.7242717,Ikono,Well,Mechanized Pump,2012,Community Management,Acceptable quality,5595,5595,1
4.96938,7.2051217,Ukwa West,Well,Mechanized Pump,NA,NA,No because of Taste,800,1543,0.518470511989631
4.9747117,7.2014767,Ukwa West,Well,Mechanized Pump,NA,NA,Acceptable quality,482,946,0.509513742071882
4.7678817,7.986935,Nsit Ubium,Well,Mechanized Pump,2010,Other,Acceptable quality,987,1087,0.908003679852806
4.6764175,7.3769296,Khana,Well,Mechanized Pump,2008,NA,No because of Taste,6027,7210,0.835922330097087
5.0204883,7.8230983,Uyo,Well,Mechanized Pump,2002,NA,No because of Colour,702,1537,0.456733897202342
4.7360851,6.8642813,Asari-Toru,Well,Mechanized Pump,2010,Other,Acceptable quality,3222,72461,0.044465298574406
4.6557658,7.4550745,Khana,Well,Mechanized Pump,2005,NA,No because of Taste,1963,1963,1
4.7448589,8.132831,Urue Offong,Well,Mechanized Pump,NA,NA,No because of Colour,4757,8088,0.588155291790307
5.561255,6.8817022,Oguta,Well,Mechanized Pump,NA,NA,Acceptable quality,875,1270,0.688976377952756
4.8805533,8.1465467,Okobo,Well,Mechanized Pump,NA,NA,No because of Taste,8117,14337,0.566157494594406
4.9901,7.51108,Ika,Well,Mechanized Pump,NA,NA,No because of Taste,0,0,NA
4.999615,7.9989367,Uyo,Well,Mechanized Pump,NA,NA,Acceptable quality,13644,13644,1
4.9530817,7.6911733,Ukanafun,Well,Mechanized Pump,2010,Other,Acceptable quality,913,1017,0.897738446411013
4.9929833,7.8330883,Uyo,Well,Mechanized Pump,2004,NA,Acceptable quality,3074,3074,1
5.281505,7.7331683,Ikono,Well,Mechanized Pump,2012,NA,No because of Taste,3103,5917,0.524421159371303
4.7644959,7.8459885,Etinan,Well,Hand Pump,NA,NA,No because of Colour,4040,4040,1
4.9925267,7.5428383,Ika,Well,Hand Pump,NA,NA,No because of Taste,406,904,0.449115044247788
4.6510083,7.8461167,Onna,Well,Mechanized Pump,NA,NA,Acceptable quality,1996,7321,0.272640349679006
4.98439,6.8798067,Ikwerre,Well,Mechanized Pump,2013,Direct Government Operation,Acceptable quality,4007,5566,0.719906575637801
5.1235063,7.9624482,Itu,Well,Mechanized Pump,NA,NA,Acceptable quality,26,154,0.168831168831169
4.6807905,7.737099,Mkpat Enin,Well,Mechanized Pump,2009,NA,No because of Colour,588,1753,0.335424985738734
5.5727683,6.0322983,Ughelli North,Well,Hand Pump,2013,NA,Acceptable quality,984,4085,0.240881272949816
4.91209,7.2283883,Ukwa West,Well,Hand Pump,NA,Community Management,Acceptable quality,484,1589,0.304594084329767
4.56445,7.3282833,Bonny,Well,Mechanized Pump,2013,NA,No because of Taste,3568,3568,1
4.8759083,6.038335,Sagbama,Well,Mechanized Pump,2015,NA,Acceptable quality,5019,5019,1
5.4938096,7.248228,Aboh-Mbaise,Well,Mechanized Pump,NA,NA,Acceptable quality,1404,1537,0.913467794404684
5.1644867,7.93292,Ibiono Ibom,Well,Mechanized Pump,2004,NA,No because of Colour,183,483,0.37888198757764
5.98414,4.9828333,Ilaje,Well,Mechanized Pump,2000,Community Management,Acceptable quality,11436,11436,1
5.2663433,7.7914833,Ikono,Well,Mechanized Pump,2006,NA,Acceptable quality,1097,1213,0.90436933223413
5.2037972,7.4932417,Obi Ngwa,Well,Hand Pump,NA,NA,Acceptable quality,58,176,0.329545454545455
4.9444147,8.0092926,Uruan,Spring,NA,NA,NA,Acceptable quality,6489,6489,1
4.8866936,8.4802748,Akpabuyo,Well,Hand Pump,NA,Community Management,Acceptable quality,245,433,0.565819861431871
4.85538,6.37429,Ogbia,Well,Hand Pump,1991,NA,No because of Taste,8383,8383,1
4.8844667,6.9251219,Ikwerre,Well,Mechanized Pump,2008,Community Management,Acceptable quality,230,3212,0.071606475716065
5.39639,6.341345,Ndokwa East,Well,Mechanized Pump,2011,NA,Acceptable quality,1891,1891,1
4.9729516,7.8563315,Nsit Ibom,Well,Hand Pump,2011,Community Management,No because of Odour,4808,4808,1
5.5613458,6.8881059,Oguta,Well,Hand Pump,NA,NA,Acceptable quality,167,595,0.280672268907563
4.9288083,8.4488567,Akpabuyo,Well,Mechanized Pump,2010,School Management,Acceptable quality,7066,7102,0.994931005350605
5.0849767,7.332965,Aba South,Well,Hand Pump,NA,NA,Acceptable quality,3664,7534,0.486328643482878
4.7852547,7.7790501,Mkpat Enin,Well,Mechanized Pump,NA,NA,Acceptable quality,156,212,0.735849056603774
5.3061933,5.91995,Ughelli South,Well,Mechanized Pump,2010,NA,Acceptable quality,8878,8878,1
4.6597329,7.6355473,Ikot Abasi,Well,Mechanized Pump,2011,NA,No because of Colour,494,1476,0.334688346883469
5.2181633,7.6763583,Ikot Ekpene,Well,Mechanized Pump,2010,NA,Acceptable quality,863,887,0.972942502818489
4.7933467,8.530895,Bakassi,Well,Hand Pump,NA,Community Management,Acceptable quality,27333,27333,1
5.0684642,7.2990969,Ugwunagbo,Well,Mechanized Pump,NA,NA,Acceptable quality,1737,3687,0.471114727420667
4.9624622,7.4064929,Ukwa East,Well,Hand Pump,NA,Community Management,Acceptable quality,3535,3535,1
4.6536667,8.07362,Esit Eket,Well,Mechanized Pump,2008,Other,Acceptable quality,1364,4185,0.325925925925926
4.7808003,7.5881209,Oruk Anam,Well,Hand Pump,NA,NA,No because of Colour,838,838,1
4.9863883,7.53842,Ika,Well,Mechanized Pump,NA,NA,No because of Taste,100,100,1
4.9986483,7.56177,Ika,Well,Mechanized Pump,NA,NA,No because of Taste,206,206,1
5.5463817,6.590725,Ogba/Egbema/Ndoni,Well,Mechanized Pump,NA,NA,Acceptable quality,3371,9311,0.36204489313715
4.645235,6.5555783,Brass,Well,Mechanized Pump,NA,NA,No because of Colour,98,98,1
4.8075683,7.6172317,Oruk Anam,Well,Mechanized Pump,2006,NA,No because of Colour,9849,9849,1
4.7445733,7.9805433,Nsit Ubium,Well,Mechanized Pump,2006,Other,Acceptable quality,474,474,1
4.97862,7.8210617,Uyo,Well,Mechanized Pump,2009,Other,Acceptable quality,3248,3374,0.962655601659751
5.8240567,5.8351817,Ethiope West,Well,NA,2007,NA,Acceptable quality,755,755,1
4.8852919,8.4740083,Akpabuyo,Well,Hand Pump,NA,NA,Acceptable quality,291,566,0.514134275618374
4.7609736,7.6315118,Oruk Anam,Well,Mechanized Pump,2009,NA,No because of Colour,2404,6544,0.367359413202934
5.8340333,5.0914083,Warri North,Well,Mechanized Pump,2013,NA,No because of Colour,1922,1922,1
4.770815,8.0554667,Nsit Atai,Well,Mechanized Pump,2010,Community Management,Acceptable quality,4186,4186,1
5.1043671,7.7091865,Essien Udim,Well,Mechanized Pump,2010,NA,Acceptable quality,4215,5896,0.71489145183175
4.9012667,7.61121,Ukanafun,Well,Hand Pump,NA,NA,No because of Colour,78,78,1
4.7492313,8.2286122,Udung Uko,Well,Mechanized Pump,NA,NA,Acceptable quality,852,2624,0.32469512195122
5.0277175,7.9030102,Uyo,Well,Mechanized Pump,2007,NA,No because of Odour,5877,13307,0.441647253325318
4.8520083,8.5276533,Akpabuyo,Well,Mechanized Pump,2014,Community Management,No because of Taste,503,1633,0.30802204531537
4.75339,7.9917167,Nsit Ubium,Well,Mechanized Pump,2006,Other,No because of Odour,906,1143,0.792650918635171
4.67626,7.7507533,Mkpat Enin,Well,Mechanized Pump,2006,NA,No because of Colour,579,1912,0.302824267782427
5.4848009,6.9230551,Owerri West,Well,Hand Pump,NA,NA,Acceptable quality,227,878,0.258542141230068
4.8085267,8.0660783,Okobo,Well,Mechanized Pump,1987,NA,Acceptable quality,4728,4728,1
4.7617951,8.2406945,Udung Uko,Well,Mechanized Pump,2013,Direct Government Operation,Acceptable quality,3334,8171,0.40802839309754
5.02978,7.7915017,Abak,Well,Mechanized Pump,2004,NA,No because of Colour,698,1213,0.575432811211871
4.6621783,8.0583867,Esit Eket,Well,Mechanized Pump,2001,NA,Acceptable quality,1022,3149,0.324547475389012
4.7385486,6.8607211,Asari-Toru,Well,Mechanized Pump,2004,NA,Acceptable quality,2815,65873,0.042733745237047
5.782075,5.109095,Warri North,Well,Mechanized Pump,2001,NA,No because of Colour,596,596,1
5.2152817,7.766785,Ikono,Well,Mechanized Pump,NA,Other,Acceptable quality,203,470,0.431914893617021
4.6239768,7.7922446,Mkpat Enin,Well,Mechanized Pump,2015,NA,Acceptable quality,3042,6481,0.469372010492208
4.5665876,7.9828267,Ibeno,Well,Hand Pump,NA,NA,No because of Colour,2130,11638,0.183021137652518
5.044845,7.790315,Abak,Well,Mechanized Pump,2013,NA,Acceptable quality,838,1246,0.672552166934189
5.08619,7.3269067,Aba South,Well,Mechanized Pump,NA,NA,No because of Colour,1765,3640,0.48489010989011
5.2879458,7.3276607,Isiala Ngwa South,Well,Mechanized Pump,NA,NA,Acceptable quality,926,1682,0.550535077288942
4.9190035,8.3260258,Akpabuyo,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,2065,8803,0.234579120754288
5.9837196,6.7356966,Ogbaru,Well,Hand Pump,2011,Community Management,Acceptable quality,12720,22716,0.559957739038563
5.4642366000000004,6.8799964,Ohaji/Egbema,Spring,Hand Pump,1982,NA,Acceptable quality,1072,5238,0.204658266513937
5.29639,7.54314,Obot Akara,Well,Mechanized Pump,2002,NA,No because of Colour,7398,12725,0.581375245579568
5.1308887,7.4216546,Obi Ngwa,Well,Mechanized Pump,NA,NA,Acceptable quality,3467,4247,0.816340946550506
5.1830508,7.3857648,Isiala Ngwa South,Well,Mechanized Pump,NA,NA,Acceptable quality,676,1608,0.420398009950249
4.6038172,7.4163284,Khana,Well,Mechanized Pump,2010,NA,No because of Taste,1896,1896,1
4.5431633,7.74523,Eastern Obolo,Well,Mechanized Pump,2004,NA,No because of Colour,4412,10538,0.418675270449801
4.8827249,6.9399909,Ikwerre,Well,Hand Pump,NA,Other,Acceptable quality,896,4469,0.200492280152159
5.1292033,7.4151133,Obi Ngwa,Well,Mechanized Pump,NA,NA,Acceptable quality,4019,7099,0.566136075503592
4.7220645,7.7577159,Mkpat Enin,Well,Mechanized Pump,2006,NA,No because of Colour,1549,3081,0.502758844530996
4.8340683,7.8517967,Etinan,Well,Mechanized Pump,2009,NA,No because of Taste,2320,3876,0.598555211558308
5.113265,7.7936517,Ikono,Well,Mechanized Pump,2006,Community Management,Acceptable quality,1113,2302,0.483492615117289
4.410455,5.85453,Southern Ijaw,Well,Hand Pump,2012,NA,No because of Taste,4367,4367,1
4.817605,7.013895,Obio/Akpor,Spring,Hand Pump,NA,NA,No because of Colour,27,501,0.053892215568862
4.7229883,5.8516217,Southern Ijaw,Well,NA,NA,NA,No because of Colour,1570,1570,1
4.9395704,7.3928847,Ukwa East,Well,Hand Pump,NA,NA,Acceptable quality,1012,1012,1
4.8894467,7.8162017,Uyo,Well,Mechanized Pump,2004,Community Management,No because of Colour,698,993,0.702920443101712
4.5009867,7.4596817,Andoni,Well,Mechanized Pump,2015,Direct Government Operation,Acceptable quality,2318,3538,0.655172413793103
4.907945,7.5641133,Ukanafun,Well,Mechanized Pump,NA,NA,No because of Taste,82,156,0.525641025641026
5.5659383,5.742525,Uvwie,Well,Mechanized Pump,NA,NA,Acceptable quality,1377,2013,0.684053651266766
5.5554483,6.8867883,Oguta,Spring,Hand Pump,NA,NA,Acceptable quality,1221,3732,0.327170418006431
4.6420383,7.721655,Mkpat Enin,Well,Hand Pump,NA,NA,No because of Colour,3134,3134,1
5.4638244,6.8820338,Ohaji/Egbema,Spring,Hand Pump,1995,NA,Acceptable quality,1227,5611,0.21867759757619
4.7356769,7.6263667,Oruk Anam,Well,Mechanized Pump,2011,Community Management,Acceptable quality,1527,3354,0.455277280858676
4.91428,7.6453983,Ukanafun,Well,Mechanized Pump,NA,NA,No because of Taste,4963,4963,1
4.5543491,7.4662699,Opobo/Nkoro,Well,Hand Pump,2010,NA,No because of Taste,366,1425,0.256842105263158
4.80364,6.245765,Ogbia,Well,Hand Pump,2007,NA,No because of Colour,2785,2785,1
4.9896031,7.2445913,Ukwa West,Well,Mechanized Pump,NA,NA,Acceptable quality,515,2231,0.230838189152846
5.00671,7.5221017,Ika,Well,Mechanized Pump,NA,NA,No because of Colour,1909,1909,1
5.1887167,7.4649999,Obi Ngwa,Well,Mechanized Pump,NA,NA,Acceptable quality,804,2061,0.390101892285298
4.9605283,8.4824283,Akpabuyo,Well,Mechanized Pump,2008,Community Management,Acceptable quality,1697,1937,0.876097057305111
4.98991,7.5321233,Ika,Well,Mechanized Pump,NA,NA,No because of Taste,301,301,1
4.7242093,7.913481,Nsit Ubium,Well,Mechanized Pump,2010,NA,No because of Colour,3137,4379,0.716373601278831
5.62334,5.7737867,Uvwie,Well,Hand Pump,2009,NA,Acceptable quality,45,45,1
5.4510767,6.20491,Isoko South,Well,Mechanized Pump,2012,NA,Acceptable quality,17213,22421,0.767717764595692
4.8773833,8.5876383,Akpabuyo,Well,Mechanized Pump,2009,Community Management,Acceptable quality,1934,1934,1
4.907,7.5903733,Ukanafun,Well,Hand Pump,NA,NA,No because of Colour,6,39,0.153846153846154
4.6865567,7.7328233,Mkpat Enin,Well,Mechanized Pump,2006,NA,No because of Taste,625,876,0.713470319634703
4.8555633,8.0472383,Nsit Atai,Well,Hand Pump,2002,Community Management,Acceptable quality,874,1985,0.440302267002519
5.0605453,7.6850203,Essien Udim,Well,Mechanized Pump,NA,NA,Acceptable quality,2880,4236,0.679886685552408
4.9025817,7.5797667,Ukanafun,Well,Mechanized Pump,2009,NA,No because of Taste,87,234,0.371794871794872
4.5907767,7.825705,Onna,Well,Hand Pump,2009,NA,Acceptable quality,1979,5352,0.369768310911809
4.676545,7.691155,Ikot Abasi,Well,Mechanized Pump,2011,Community Management,Acceptable quality,1434,4500,0.318666666666667
5.9649255,6.0294537,Orhionmwon,Well,Mechanized Pump,2008,NA,No because of Taste,4399,7393,0.595022318409306
4.7622167,8.2469683,Udung Uko,Well,Mechanized Pump,2007,NA,Acceptable quality,4866,8676,0.560857538035961
4.663425,8.07663,Esit Eket,Well,Mechanized Pump,NA,NA,Acceptable quality,597,1101,0.542234332425068
4.9142617,7.9766767,Ibesikpo Asutan,Well,Mechanized Pump,2013,NA,Acceptable quality,957,2020,0.473762376237624
4.83558,7.9949617,Nsit Atai,Well,Mechanized Pump,2008,School Management,Acceptable quality,1247,1247,1
4.8944575,7.3683876,Ukwa East,Well,Hand Pump,NA,Community Management,No because of Colour,200,1261,0.15860428231562201
4.5802983,6.4570933,Nembe,Well,Mechanized Pump,NA,NA,No because of Colour,1208,1208,1
4.8534617,7.63772,Ukanafun,Well,Mechanized Pump,NA,NA,No because of Taste,3282,3282,1
4.7661933,7.852455,Etinan,Well,Mechanized Pump,NA,NA,No because of Colour,3166,3166,1
4.79239,7.6387967,Oruk Anam,Well,Hand Pump,NA,NA,No because of Colour,5672,5672,1
4.646315,7.5674717,Ikot Abasi,Well,Hand Pump,2010,Community Management,No because of Taste,6758,13284,0.508732309545318
5.2367033,6.1969467,Patani,Well,Mechanized Pump,NA,NA,No because of Colour,11776,11776,1
5.2133328,7.501257,Obi Ngwa,Well,Mechanized Pump,NA,Community Management,Acceptable quality,134,312,0.429487179487179
4.9226904,7.3128712,Ukwa West,Well,Hand Pump,NA,NA,Acceptable quality,3698,5318,0.695374200827379
4.636895,6.3119683,Ogbia,Well,Mechanized Pump,NA,NA,No because of Colour,567,1141,0.496932515337423
4.6649767,8.0338683,Esit Eket,Well,Hand Pump,NA,NA,Acceptable quality,1937,6630,0.292156862745098
4.6419517,7.6644183,Ikot Abasi,Well,Mechanized Pump,2000,NA,No because of Taste,2298,5652,0.406581740976645
4.6590667,8.0560967,Esit Eket,Well,Mechanized Pump,2013,Other,Acceptable quality,1233,3832,0.321764091858038
4.8673767,8.3968067,Akpabuyo,Well,Mechanized Pump,NA,NA,Acceptable quality,1689,1733,0.974610502019619
4.9081617,8.4114817,Akpabuyo,Well,Hand Pump,NA,NA,No because of Taste,736,933,0.788853161843516
4.8821317,7.54468,Ukanafun,Well,Mechanized Pump,NA,NA,No because of Taste,468,468,1
4.65941,6.3483067,Ogbia,Well,Hand Pump,NA,NA,Acceptable quality,2844,5459,0.520974537461074
4.8859645,6.925071,Ikwerre,Well,Hand Pump,NA,NA,Acceptable quality,228,3212,0.070983810709838
4.5431583,7.7457767,Eastern Obolo,Well,Hand Pump,NA,NA,No because of Colour,4515,10459,0.4316856296013
4.6646383,7.9422383,Eket,Well,Mechanized Pump,NA,NA,Acceptable quality,3413,6719,0.507962494418812
4.7240133,7.9735533,Nsit Ubium,Well,Mechanized Pump,2014,NA,Acceptable quality,1058,1534,0.689700130378096
4.5267517,7.7555,Eastern Obolo,Well,Mechanized Pump,2004,NA,No because of Taste,9022,10886,0.828770898401617
5.1790617,7.39261,Obi Ngwa,Well,Mechanized Pump,NA,NA,No because of Taste,641,1821,0.352004393190555
4.93705,8.33766,Calabar,Well,Hand Pump,NA,NA,No because of Colour,6010,6917,0.868873789214978
4.6841651,7.6277279,Oruk Anam,Well,Mechanized Pump,2009,NA,No because of Colour,660,1019,0.647693817468106
4.683755,7.73715,Mkpat Enin,Well,Mechanized Pump,NA,NA,No because of Colour,637,1328,0.479668674698795
4.6774667,6.3153717,Ogbia,Well,Hand Pump,NA,NA,Acceptable quality,587,3732,0.157288317256163
5.5056528,6.754356,Ohaji/Egbema,Well,Hand Pump,NA,NA,Acceptable quality,996,2308,0.431542461005199
5.7522764,6.9139696,Oru West,Well,Mechanized Pump,NA,NA,Acceptable quality,1221,3014,0.405109489051095
5.0319096,6.2794509,Yenagoa,Well,Mechanized Pump,2005,NA,Acceptable quality,2286,2286,1
5.5940816,6.9257356,Oguta,Well,Mechanized Pump,NA,NA,Acceptable quality,4460,4460,1
5.1536636,7.6470701,Ikot Ekpene,Well,Mechanized Pump,NA,NA,Acceptable quality,1956,1956,1
4.96213,8.3175733,Calabar,Well,Hand Pump,2002,NA,Acceptable quality,21,102,0.205882352941176
4.82477,8.4585683,Akpabuyo,Well,Hand Pump,NA,NA,Acceptable quality,444,533,0.833020637898687
5.0608117,7.2710983,Ukwa West,Well,Mechanized Pump,NA,NA,Acceptable quality,688,1420,0.484507042253521
4.9351917,7.211405,Ukwa West,Well,Hand Pump,NA,NA,Acceptable quality,403,980,0.411224489795918
4.6571833,8.1295333,Esit Eket,Well,Hand Pump,NA,NA,Acceptable quality,1666,3778,0.440974060349391
4.945635,7.815585,Uyo,Well,Mechanized Pump,2006,Community Management,Acceptable quality,723,768,0.94140625
4.6676067,8.0038083,Eket,Well,Mechanized Pump,2010,NA,Acceptable quality,1002,3579,0.279966471081308
4.8135817,7.61257,Oruk Anam,Well,Mechanized Pump,NA,NA,No because of Colour,8417,8417,1
5.7884689,6.866178,Ihiala,Well,Hand Pump,2000,NA,Acceptable quality,1058,1923,0.550182007280291
4.9156541,8.475863,Akpabuyo,Well,Hand Pump,NA,NA,Acceptable quality,257,400,0.6425
4.789225,8.261795,Oron,Well,Hand Pump,NA,NA,No because of Odour,674,1449,0.465148378191856
5.7520754,6.8811294,Oru West,Well,Hand Pump,2010,Direct Government Operation,Acceptable quality,1725,3078,0.560428849902534
4.9384883,8.334665,Calabar,Well,Hand Pump,2000,NA,No because of Odour,4961,5999,0.82697116186030994
4.7755032,7.9250695,Nsit Ubium,Well,Hand Pump,NA,NA,No because of Odour,747,892,0.837443946188341
4.9065575,7.3834137,Ukwa East,Well,Mechanized Pump,NA,NA,Acceptable quality,1144,4183,0.273487927324886
5.27022,6.7369917,Ogba/Egbema/Ndoni,Well,Hand Pump,2009,NA,Acceptable quality,8536,8536,1
4.6740167,6.5824633,Brass,Well,Mechanized Pump,NA,NA,No because of Taste,1424,2843,0.500879352796342
4.9412567,7.2121617,Ukwa West,Well,Hand Pump,NA,Community Management,Acceptable quality,302,856,0.352803738317757
4.867117,7.9998716,Nsit Atai,Well,Mechanized Pump,1990,NA,Acceptable quality,376,413,0.910411622276029
4.7535917,7.95671,Nsit Ubium,Well,Mechanized Pump,2011,NA,Acceptable quality,580,1032,0.562015503875969
4.6499784,7.7755497,Mkpat Enin,Well,Mechanized Pump,2004,NA,Acceptable quality,2744,5073,0.540902818844865
5.028308,7.7152839,Abak,Well,Mechanized Pump,NA,NA,Acceptable quality,3325,4245,0.783274440518257
4.9653683,7.4080635,Ukwa East,Well,Hand Pump,NA,Community Management,Acceptable quality,2390,2390,1
5.0885833,7.2675267,Ukwa West,Well,Mechanized Pump,NA,NA,Acceptable quality,258,703,0.366998577524893
4.9633017,7.6937417,Ukanafun,Well,Mechanized Pump,2015,Community Management,Acceptable quality,2419,5203,0.464924082260234
4.8781833,7.5904467,Ukanafun,Well,Hand Pump,NA,NA,No because of Colour,586,586,1
4.8886743,7.3634962,Ukwa East,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,205,3071,0.06675350048844
5.047475,7.5341967,Ika,Well,Hand Pump,NA,NA,No because of Colour,3317,3317,1
4.8835704,7.3525302,Ukwa East,Well,Mechanized Pump,NA,Other,Acceptable quality,826,5627,0.14679225164386
5.8627033,6.9275789,Ihiala,Well,Hand Pump,2000,Direct Government Operation,No because of Taste,9108,9108,1
5.131095,5.91868,Bomadi,Well,Mechanized Pump,NA,NA,Acceptable quality,3487,3487,1
5.1502767,7.9820417,Itu,Well,Mechanized Pump,NA,Community Management,No because of Colour,115,115,1
4.839225,8.5104083,Akpabuyo,Well,Mechanized Pump,2007,Community Management,Acceptable quality,201,633,0.317535545023697
5.52752,5.641125,Warri South,Well,Mechanized Pump,2010,NA,No because of Taste,0,0,NA
4.9342717,7.8398067,Etinan,Well,Mechanized Pump,NA,NA,No because of Taste,909,2596,0.350154083204931
4.8769466,6.9415744,Ikwerre,Well,Hand Pump,2005,Community Management,Acceptable quality,576,5038,0.114331083763398
4.9451417,8.39908,Akpabuyo,Well,Hand Pump,2009,Community Management,Acceptable quality,6647,6735,0.986933927245731
4.9116983,7.191265,Ukwa West,Well,Mechanized Pump,NA,NA,Acceptable quality,3989,3989,1
4.8087633,8.5344233,Akpabuyo,Well,Mechanized Pump,2007,Community Management,Acceptable quality,2067,2067,1
4.64602,7.7204517,Mkpat Enin,Well,Hand Pump,NA,NA,No because of Taste,2496,2496,1
4.659745,7.842875,Onna,Well,Mechanized Pump,2000,Other,Acceptable quality,2238,7635,0.293123772102161
4.8375583,6.69826,Emuoha,Well,Mechanized Pump,2006,NA,Acceptable quality,6236,12729,0.489904941472229
5.5439407,6.9034063,Oguta,Well,Hand Pump,NA,NA,Acceptable quality,1228,3613,0.339883753113756
4.9895667,7.911045,Uyo,Well,Mechanized Pump,2014,NA,Acceptable quality,6514,12633,0.515633657880155
5.2965883,7.643975,Obot Akara,Well,Mechanized Pump,2007,School Management,No because of Colour,3009,3032,0.992414248021108
4.3324033,5.983305,Brass,Well,Mechanized Pump,2014,Private Operator/Delegated Management,No because of Odour,18876,18876,1
4.633005,7.8307217,Onna,Well,Mechanized Pump,2002,Other,Acceptable quality,3246,6638,0.489002711660139
4.817245,5.52181,Ekeremor,Well,Mechanized Pump,NA,NA,No because of Taste,7331,7331,1
4.9620267,8.3174117,Calabar,Well,Hand Pump,1992,Direct Government Operation,Acceptable quality,21,102,0.205882352941176
5.4901678,7.2830695,Aboh-Mbaise,Well,Mechanized Pump,NA,Community Management,Acceptable quality,468,999,0.468468468468468
4.92815,6.2654617,Yenagoa,Well,Mechanized Pump,2013,NA,No because of Taste,4239,7614,0.556737588652482
